,v1,v2
4168,ham,hear answer text guess flake . say jb fantastic
4169,ham,"mmmmmm ... love , , ahmad ... wait year begin second take close . happy new year , love ! !"
4170,ham,pls joke school cos fee university florida actually   & lt;#&gt ; k. pls holla
4171,ham,"sorry , later"
4172,ham,ok ... say get wisdom tooth hide inside n mayb need 2 remove .
4173,ham,pls pls drink plenty plenty water
4174,ham,. queen . go royal wedding
4175,ham,lag . sad touch thank skype
4176,ham,ok lor tog lor ...
4177,ham,team wait player
4178,ham,ì _ send copy da report ?
4179,ham,"swhrt u dey , hope ur ok , tot u 2day.love n miss.take care ."
4180,ham,"ok da , plan . wil pick ."
4181,spam,"urgent ! 0906346330 . abta complimentary 4 * spanish holiday å£10,000 cash await collection sae t&cs box 47 po19 2ez 150ppm 18 +"
4182,ham,"sorry , later meeting"
4183,ham,need shit tomorrow know will awake like 6
4184,ham,good . register vote ?
4185,ham,"hmm ok , stay like hour cos eye sore !"
4186,ham,dear get bus directly calicut
4187,ham,mm umma ask vava come tell play later
4188,ham,"general price   & lt;#&gt ; /oz , let know / / want"
4189,ham,"sorry , later"
4190,ham,"moment day , value - morning bring hope , afternoon bring faith , evening bring luv , night bring rest , wish u find today.good morning"
4191,ham,& lt;#&gt ;   w jetton ave forgot
4192,ham,ok come home .
4193,ham,use foreign stamp country .
4194,spam,"double min txt 4 6months free bluetooth orange . available sony , nokia motorola phone . mobileupd8 08000839402 call2optout / n9dx"
4195,ham,"sorry , lot friend - - - friend stuff , talk actual guy want buy"
4196,spam,free 1st week ! no1 nokia tone 4 ur mob week txt nokia 8007 txte tell ur mate www.getzed.co.uk pobox 36504 w45wq norm150p / tone 16 +
4197,spam,"want funk ur fone weekly new tone reply tones2u 2 text . www.ringtones.co.uk , original n good . tone 3gbp network operator rate apply"
4198,spam,"cmon babe , horny , * turn * ! txt fantasy babe - ) m hot , sticky need . reply cost å£1.50 . 2 cancel send stop"
4199,ham,come tomorrow di
4200,ham,wylie update : weed dealer carlos go freedom class lunsford
4201,ham,happy baby ? alright ? job ? hope fine . send kiss smile sea ... * kiss * * kiss *
4202,ham,c movie juz minute decision mah . juz watch 2 lar tot ì _ interested .
4203,ham,enjoy semester ? care brother .
4204,spam,important information 4 orange user 0796xxxxxx . today ur lucky day!2 find log http://www.urawinner.com fantastic prizeawaiting !
4205,ham,"door ,"
4206,ham,"let use week , princess :)"
4207,ham,home lar ì _ wait 4 lor .. stuff ..
4208,ham,want kfc tuesday . buy 2 meal 2 . gravy . 2 mark . 2 !
4209,ham,da:)he stupid da .. send like this:)don believe message.pandy mental :)
4210,ham,oi go to ring
4211,spam,miss alert . number call leave message . 07008009200
4212,ham,attend .
4213,ham,ard 530 like dat lor . juz meet mrt station ì _ dun haf come .
4214,ham,dear sleep :-p
4215,ham,er mw m fill tuth aight
4216,ham,office 4 pm . go hospital .
4217,ham,actually wait 2 week start put ad .
4218,ham,lor lor ...
4219,ham,u free sit rite ? u wan 2 watch infernal affair wif n darren n mayb xy ?
4220,ham,"plz note : call mobile co. & amp ; ask u type # & lt;#&gt ;   # & lt;#&gt ; . . disconnect , coz iz attempt ' terrorist ' use sim card . itz confirmd nokia n motorola n verify cnn ibn ."
4221,ham,yo ? friend lookin pick later tonight
4222,ham,stupid auto correct phone
4223,ham,double eviction week - spiral michael good riddance !
4224,ham,"\the world suffer lot ... violence bad people . silence good people!\ """
4225,ham,"ok s cool . , raglan rd edward rd . cricket ground . gimme ring ur closeby tuesday ."
4226,ham,buy egg da .. :)
4227,ham,start skye
4228,ham,bookedthe hut ? time ? way ?
4229,ham,sir .
4230,ham,u pig leh sleep . dad wake 10 smth 2 eat lunch today .
4231,ham,home .
4232,ham,love ... hope drastic . dare sell pc phone ...
4233,ham,reach home . . . tired . . come tomorro
4234,spam,freemsg : record indicate entitle 3750 pound accident . claim free reply yes msg . opt text stop
4235,spam,"u win å£100 music gift voucher week start txt word draw 87066 tscs www.idew.com skillgame , 1winaweek , age16 . 150ppermesssubscription"
4236,ham,life style garment account .
4237,ham,lol wtf random . btw lunch break
4238,ham,"sez , s u & de arab boy ? hope u r good love 2 evry1 love ya eshxxxxxxxxxxx"
4239,ham,"lay man ! let know miss think . great day . send bimbo ugo number , ill appreciate . safe"
4240,ham,detroit . home snow . enjoy .
4241,spam,ur colour ! euro 2004 2 - 4 - 1 offer ! england flag & 3lions tone ur phone ! click follow service message info !
4242,ham,okie ...
4243,ham,"aight , chillin friend room text way"
4244,ham,toshiba portege m100 gd ?
4245,ham,welp sort semiobscure internet thing
4246,spam,text pass 69669 collect polyphonic ringtone . normal gprs charge apply . enjoy tone
4247,spam,"accordingly . repeat , text word ok mobile phone send"
4248,ham,loosu hospital . de not let careless .
4249,ham,eighth ?
4250,ham,omg joanna freak . look friend find photo . ask stuff myspace log like year . :/
4251,ham,"send ur birthdate month year , tel u ur life partner . method calculation . reply ."
4252,ham,juz not wake bit blur blur ... ? dad go liao ... not cum oso ...
4253,ham,"clothe , jewelry , trip ?"
4254,spam,block breaker come deluxe format new feature great graphic t - mobile . buy å£5 reply bbdeluxe challenge
4255,ham,aah ! cuddle lush ! need lot tea soup kind fumbling !
4256,spam,important information 4 orange user . today lucky day!2find log http://www.urawinner.com fantastic surprise await !
4257,ham,late .
4258,ham,sad story man - week b'day . wife did'nt wish . parent forget n kid . go work . colleague wish .
4259,ham,plan family set stone ?
4260,ham,pls not forget study
4261,ham,believe actually get taunton . wow
4262,ham,"den weekday get special price ... haiz ... not eat liao ... cut nail oso muz wait finish drivin wat , lunch muz eat wat ..."
4263,ham,break list reason town tell sarcastic faggy
4264,ham,  & lt;decimal&gt ; m common car well buy china asia . find expensive . i.ll holla
4265,ham,great test courage earth bear defeat lose heart .... gn tc
4266,ham,sorry m stil fuck nite go tobe 430 get 4 work 630
4267,ham,hey s plan sit ?
4268,ham,beauty sleep help ur pimple .
4269,ham,great . hope connection mode man cos know old friend lead today
4270,spam,natalja ( 25 / f ) invite friend . reply yes-440 no-440 : www.sms.ac/u/nat27081980 stop ? send stop frnd 62468
4271,ham,?
4272,ham,"kind . miss train cos asthma attack , nxt half hr drive . sure park ."
4273,ham,ball move lot.will spin :) difficult bat :)
4274,ham,haiyoh ... maybe hamster jealous million
4275,ham,send aunty number
4276,ham,glad . follow dream .
4277,ham,reach home finally ...
4278,spam,"urgent . important information 02 user . today lucky day ! 2 find , log http://www.urawinner.com fantastic surprise await !"
4279,spam,winner ! ! value network customer select receivea å£900 prize reward ! claim 09061701461 . claim code kl341 . valid 12 hour .
4280,ham,"wn u r hurt d prsn s close 2 u , fight wit dem . coz somtime dis fight save relation bt quiet leave nothin relation .. gud eveb- )"
4281,ham,u ...
4282,ham,"science tell chocolate melt sunlight . walk sunlight . bcoz , want loss sweet friend ."
4283,ham,yes . come nyc audiition try relocate .
4284,ham,pock
4285,ham,congrat . great . want tell tell score cos relax . motivate thank share
4286,ham,wud mind u not miss u not need .. u wil hurt wen u need & amp ; u not tell ......... care:- )
4287,ham,hey mr s bill brison book language word
4288,ham,"okay , good , problem , thanx !"
4289,ham,"information , ikea spell cap . yell . think leave , sit bed mess come . say go get home class . try bullshit . make want listen ."
4290,ham,u're ...
4291,ham,g.w.r
4292,ham,well watch cause drunk motherfucker
4293,spam,kit strip - bill 150p . netcollex ltd . po box 1013 ig11 oja
4294,spam,hmv bonus special 500 pound genuine hmv voucher win . answer 4 easy question . play ! send hmv 86688 info : www.100percent - real.com
4295,spam,08712402578 immediately urgent message wait
4296,spam,thesmszone.com let send free anonymous mask message .. im send message .. potential abuse ? ? ?
4297,spam,"! 4 * costa del sol holiday å£5000 await collection . 09050090044 toclaim . sae , tcs , pobox334 , stockport , sk38xh , costå£1.50 / pm , max10mins"
4298,ham,hurt ... tease ... cry ... end life die plz rise grave stupid miss u .. nice day bslvyl
4299,ham,"erm ... woodland avenue . parish magazine , telephone number ."
4300,ham,ta job available ? let know cos need start work
4301,ham,aiyar hard 2 type . u later free tell n scold n tell u.
4302,ham,yup free ...
4303,ham,"good good , billy mate go . jog , ! enjoy concert ?"
4304,ham,yo come carlos soon
4305,ham,awww dat sweet ! think ! nice time tonight ill probably txt u later cos m lonely :( xxx .
4306,ham,guess useless call u 4 important .
4307,ham,ha ha - pop loo hello - ed . hello !
4308,ham,dint tell . angry tell abi .
4309,spam,u know ask date service 2 contact ! not guess ? 09058091854 reveal . po box385 m6 6wu
4310,ham,happen r 2waxsto wat want . come ill medical insurance . able deliver basic care . currently shop right medical insurance . til friday morning . s i.ll major person guide right insurance .
4311,ham,rs shelf :) buy egg .
4312,ham,"babe , swollen gland throat ... end ?"
4313,ham,ur change 2 da report big ? cos change 2 da previous report .
4314,ham,captain room :)
4315,ham,"speak , bcaz mobile problem . listen cann't listen voice . call later ."
4316,ham,hiya stu wot u 2.im truble home moment evone hate u ! wot hell av ? y will not u tell text bck luv dan
4317,ham,s ... mokka player :)
4318,ham,play gautham ?
4319,ham,hey mr   go sea view have couple gay mean game ! bell ya finish
4320,ham,"k , jason say go to   & lt;#&gt ;"
4321,ham,sorry . able . morning .
4322,ham,aight informed
4323,ham,have number sir
4324,ham,search good dual sim mobile pa .
4325,ham,unnecessarily hostile
4326,ham,dude get haircut . breezy
4327,spam,"congrat ! 2 mobile 3 g videophone r . 09061744553 ! videochat wid ur mate , play java game , dload polyh music , noline rentl . bx420 . ip4 . 5we . 150pm"
4328,ham,1apple / day = doctor . 1tulsi leaf / day = cancer . 1lemon / day = fat . 1cup milk / day = bone problm 3 litre watr / day = disease snd th 2 u care .. :- )
4329,ham,think king hill thing .
4330,ham,nope come online ..
4331,ham,tell say happy birthday
4332,ham,y bishan lei ... tot ì _ lavender ?
4333,ham,boo time u ? u suppose shopping today . :(
4334,ham,"u sound like manky scouse boy steve , like ! travel da bus home.wot u inmind 4 recreation dis eve ?"
4335,ham,"fyi take quick shower , epsilon like   & lt;#&gt ;   min"
4336,ham,tuesday night r u 4 real
4337,ham,yes appt ?
4338,ham,get outta class go to gym .
4339,ham,want sent   & lt;#&gt ; mesage today . s y. sorry hurt
4340,ham,ìï write wat ..
4341,ham,ha ! read way u . like 2 judgemental .... save friday pub !
4342,ham,valentine game . . . send dis msg ur friend . . 5 answer r d love u. . ques- colour suit good ?
4343,ham,hi:)did ask waheeda fathima leave ?
4344,ham,enjoy urself tmr ...
4345,ham,? use half-8th
4346,spam,u 447801259231 secret admirer look 2 contact u - find r*reveal think ur special - 09058094597
4347,ham,d proof   & lt;#&gt ;   rs . will not allow work . come home day
4348,ham,ìï bot notes oredi ... cos juz rem get ...
4349,ham,yes . rent expensive way save .
4350,ham,"night end day , morning come special way . smile like sunny ray leave worry blue blue bay . gud mrng"
4351,ham,s pain dear?y r u smile ?
4352,ham,"fun fact : think armand eventually build tolerance shit consider smoke , gets fuck like 2 hit"
4353,spam,important information 4 orange user 0789xxxxxxx . today lucky day!2find log http://www.urawinner.com fantastic surprise await !
4354,ham,"sorry , help ."
4355,ham,great . send account number .
4356,ham,"hellogorgeous , s u ? fone charge lst nitw wen u texd . hopeu ad nice wkend m sure u lookin 4ward 2 c - u 2mrw luv jaz"
4357,spam,"date service ask 2 contact u shy ! 09058091870 reveal . pobox84 , m26 3uz 150p"
4358,ham,ìï send content page ...
4359,ham,"night sweet , sleep ! exorcism emily rise sleep ! hug snog !"
4360,ham,"think \what u got\ "" think \""how use got\ "" good ni8 """
4361,ham,"right second , get to hit people"
4362,ham,"evry emotion dsn't hav words.evry wish dsn't hav prayr .. u smile , d world wit u.othrwise d drop tear dsn't lik 2 stay wit u.so b happy .. good morning , smiling:- )"
4363,ham,. remember
4364,ham,ujhhhhhhh computer ship address sandiago parantella lane . wtf . poop .
4365,ham,mm yes dear look hug . :-p
4366,ham,like dis sweater fr mango size irritate .
4367,ham,1 number 2 go to massive pain ass involve possible
4368,ham,anytime lor ...
4369,spam,want new video handset ? 750 time network min ? unlimited text ? camcorder ? reply 08000930705 del sat
4370,ham,purity friendship smile read forwarded message .. smile see . gud evng
4371,spam,"ur balance å£600 . question : complete landmark , big , a. bob , b. barry c. ben ? . text , b c 83738 . good luck !"
4372,ham,fine .. absolutly fine
4373,ham,k sure consent form : v
4374,spam,ur tonexs subscription renew charge å£4.50 . choose 10 polys month . www.clubzed.co.uk * billing msg *
4375,spam,", prize customer . t&c www.t-c.biz 18 + 150p / min polo ltd suite 373 london w1j 6hl busy"
4376,ham,torch 9ja .
4377,ham,", u have dinner w ?"
4378,ham,. check
4379,ham,internet connection v slow canû÷t send . try later thing tomo .
4380,ham,mathew tait edwards anderson
4381,ham,yeah sure thing mate haunt get stuff sort m go sound promote hex .by way ? not know number . joke
4382,ham,need lar engin ? cos sis art today ...
4383,ham,thank honey hear leave bit long 2 crowd try later - great advice thank hope cardiff !
4384,spam,want new nokia 3510i colour phone deliver tomorrow ? 200 free minute mobile + 100 free text + free camcorder reply 8000930705
4385,ham,", m .. snowboarding trip . wonder planning befor .. meet greet kind affair ? cheer ,"
4386,ham,s.i'm watch live ..
4387,ham,", christmassy !"
4388,ham,"k ready ,   & lt;#&gt ; ?"
4389,ham,"know god create gap finger .. ? , come & amp ; fill gap hold hand love .. !"
4390,ham,great test courage earth bear defeat lose heart .... gn tc
4391,ham,new year plan ?
4392,spam,recpt 1/3 . order ringtone . order process ...
4393,ham,baaaaaaaabe ! wake ! miss ! crave ! need !
4394,ham,"get message , ignore . yes , . shop"
4395,ham,dear :-/ mood . not drive brother drive
4396,ham,dad .
4397,ham,"tell shola college medicine visit academic department , tell academic secretary current situation ask transfer . ask check sagamu thing lautech . vital complete medical education nigeria . expensive expensive . get citizen rate new zealand ."
4398,ham,yes finish watch day life . love .
4399,ham,juz google n search 4 qet ...
4400,ham,time lose good one bcoz
4401,ham,"good friend care .. close friend understand ... true friend stay forever word , time . gud ni8"
4402,ham,get home
4403,ham,"sorry , later   & lt;#&gt ; min"
4404,ham,dun need use dial juz open da browser n surf ...
4405,spam,register subscriber u enter draw 4 100 g.b . gift voucher reply enter . unsubscribe text stop
4406,ham,"awesome , plan time like   & lt;#&gt ; , text detail wee bit"
4407,ham,care sleep well.you need learn change life.you need convinced that.i wait conversation us.get convince time.your family senses.respect overemphasise.or u role life .
4408,spam,"chance win free bluetooth headset simply reply \adp\ "" """
4409,ham,not na hi hi hi hi hi
4410,ham,ya not display internal sub get to extract
4411,ham,say wrong sorry de:- )
4412,ham,sad story man - week b'day . wife did'nt wish . parent forget n kid . go work . colleague wish .
4413,ham,stupid challenge god.you not think write instead respond immed .
4414,ham,"yeah able , text ready meet"
4415,ham,v skint fancy bevies.waz gona meet & othrs spoon jst bin watchng planet earth&sofa v comfey ; not hav gd night
4416,ham,"  say quit least5times day wudn't notice . nah , mind . go to ? want come taunton tonight ? u tell !"
4417,ham,"free ,"
4418,ham,little darling far week ? need coffee run tomo?can't believe time week û _
4419,ham,ok msg u b4 leave house .
4420,ham,west coast ... haiz ... ìï'll forever come ...
4421,ham,mmm ... fuck .... merry christmas
4422,ham,alright . thank advice . enjoy night . try sleep ...
4423,ham,update face book status frequently :)
4424,ham,see message.it k da :)
4425,ham,u eat ?
4426,ham,bank money ?
4427,ham,aiyar dun disturb u liao ... thk u lot 2 aft ur cupboard come ...
4428,ham,hey r watch movie tonight prob b home early ...
4429,ham,yar lor ... u noe ? u dat route ?
4430,ham,2mro come gym machan . goodnight .
4431,ham,not think need yellow card uk travel . ask go .   & lt;#&gt ; buck
4432,ham,u look 4 da lib get stuff not finish .
4433,ham,sound great ! m go sleep . good night !
4434,spam,b floppy ... b snappy & happy ! gay chat service photo upload 08718730666 ( 10p / min ) . 2 stop text 08712460324
4435,ham,"house - maid murderer , coz man murder   & lt;#&gt ; th january .. public holiday govt.instituition close , include post office .. understand ?"
4436,ham,come u get ?
4437,ham,easy . look reason risk life love
4438,ham,want grasp pretty booty :)
4439,ham,get tea . sure flavour
4440,ham,go 2 orchard laready reach soon . u reach ?
4441,ham,dear deny word
4442,ham,know old dom tell yesterday ? roger ? get touch night want meet today 2 pm
4443,ham,come tampa ffffuuuuuuu
4444,ham,"2 celebrate båõday , y ?"
4445,ham,merry christmas u annie !
4446,ham,tell special stock talk
4447,ham,send . like ?
4448,spam,"urgent ur award complimentary trip eurodisinc trav , aco&entry41 å£1000 . claim txt dis 87121 18 + 6*å£1.50(morefrmmob . shracomorsglsuplt)10 , ls1 3aj"
4449,ham,"awesome , minute"
4450,ham,"problem . walk \julianaland\ "" oblivious go . thing constantly ear want . know upset -- listen tell go upset . want surprised mad . """
4451,ham,tell stop . not let dehydrate .
4452,ham,guess   & lt;#&gt ;   min
4453,ham,home . ard wat time u reach ?
4454,ham,"storm msg : wen u lift d phne , u \hello\ "" u knw wt d real meaning hello ? ? . . . d girl .. ! . . . yes .. u knw dat girl ? ? \""margaret hello\ "" d girlfrnd f grahmbell invnte telphone ... . . . . moral : 4get d person"
4455,ham,"want mapquest look \usf dogwood drive\ """
4456,ham,aight plan come later tonight ?
4457,ham,die ... accidentally delete e msg suppose 2 e sim archive . haiz ... sad ...
4458,spam,"welcome uk - mobile - date msg free give free call 08719839835 . future mgs bill 150p daily . cancel send \go stop\ "" 89123 """
4459,ham,wish great day . moji tell offer speechless . offer easily great length behalf stunning . exam friday . touch . sorry .
4460,ham,"thank reply today . ur visa come . r u buy gucci bag . sister thing easy , uncle john bill need think money . later sha ."
4461,ham,"sorry flake night , shit seriously goin roommate , tonight ?"
4462,ham,say look pretty wif long hair wat . thk cut short 4 leh .
4463,ham,ranjith cal drpd deeraj deepak 5min hold
4464,ham,"\cheer callin babe.sozi culdnt talkbut wannatell u detail later wenwecan chat properly x\ "" """
4465,ham,hey u gym ?
4466,ham,"say , '' u mind bedroom minute ? '' '' ok '' , se sexy mood . come 5 minut latr wid cake ... n wife ,"
4467,ham,well thank lol
4468,ham,", smse u n xy lor . sorry lor da guy neva c u person sort know u lor . u wan 2 meet xy ask 2 bring u 4 meeting ."
4469,ham,"lemme know swing pick , free basically time 1 semester"
4470,ham,wa ... u efficient ... gee ... thanx ...
4471,spam,3 . receive mobile content . enjoy
4472,ham,s able sleep .
4473,spam,want explicit sex 30 sec ? ring 02073162414 ! cost 20p / min
4474,ham,meet soon princess ! ttyl !
4475,ham,pick 5.15pm taunton want come .
4476,ham,oh : -)only 4 outside player allow play know
4477,ham,lor .
4478,ham,erutupalam thandiyachu
4479,ham,"y not u try new invention fly .. i'm joke . ,"
4480,ham,.. ful song lyric ..
4481,ham,"u reckon need 2 arrange transport u , thank"
4482,ham,true lov n care wil nevr unrecognized . somone make mistake value . definitly undrstnd start miss .
4483,ham,shopping ? eh ger toke abt syd leh ... haha
4484,ham,stand .
4485,ham,* good weekend .
4486,ham,miss miss khelate kintu opponenter miss dhorte lage . s d rule . great phone receive quality win .
4487,ham,chance plz & lt;3
4488,ham,new deus ex game comin early yr
4489,ham,computer fry essential spare fucking idiot roommate looovvve leave thing run   & lt;#&gt ; /7
4490,ham,"friend , study warwick , plan shop concert tmw , cancel , havn't see   age , yeah !"
4491,ham,probably couple hour top
4492,ham,"lol .. * grin * .. babe , thank thinking !"
4493,ham,man bus slow . think go to
4494,ham,hope text meet smile . let text reason smile . beautiful day .
4495,ham,"case wake wonder , forget care grandma today , parade"
4496,ham,ok
4497,spam,"late nokia mobile ipod mp3 player + å£400 proze guarantee ! reply : win 83355 ! norcorp ltd.å£1,50 / mtmsgrcvd18 +"
4498,spam,"sm service . inclusive text credit , pls goto www.comuk.net login= 3qxj9 unsubscribe stop , extra charge . help 08702840625.comuk . 220 - cm2 9ae"
4499,ham,nvm ur time .
4500,ham,wat da decision ?
4501,ham,wot u 2 bitch ?
4502,ham,stupid.its possible
4503,ham,tell hr want post chennai:)because work :)
4504,spam,mobile club : choose quality item mobile . 7cfca1a
4505,ham,guy leave ?
4506,ham,neva grumble sad lor ... hee ... buy tmr lor aft lunch . meetin 4 lunch tmr . neva hear fr lei . ìï get lot work ar ?
4507,ham,able .
4508,ham,ìï takin linear algebra today ?
4509,ham,weekend fine ( excuse decorate )
4510,ham,"sorry miss babe . late sleep . hope enjoy driving lesson , boytoy . miss ... * tease kiss *"
4511,ham,project pa . come .
4512,spam,money win wining number 946 wot
4513,ham,"sure , fuck & gt ; :("
4514,ham,random see old roomate campus . graduate
4515,spam,"congrat ! 2 mobile 3 g videophone r . 09061744553 ! videochat wid ur mate , play java game , dload polyh music , noline rentl . bx420 . ip4 . 5we . 150pm"
4516,ham,"man need beautiful , intelligent , caring , loving , adjustable , cooperative wife . law allow wife ...."
4517,ham,suck . got plan yo valentine ? yo valentine ?
4518,ham,"get nottingham - 3 hrs 63mile . good thing love man , 40 mph . hey ho"
4519,ham,think say clearly . ok leave need ask . come
4520,ham,hi good mornin .. thanku wish u d ..
4521,ham,u want 2 meet 2morro
4522,ham,actually decide hungry leave : v
4523,ham,send ì _ ..
4524,ham,cos shop wif darren ju n call 2 ask wat present wan lor . start guess wif n finally guess darren lor .
4525,spam,"want cock ! hubby away , need real man 2 satisfy . txt wife 89938 string action . ( txt stop 2 end , txt rec å£1.50ea . otbox 731 la1 7ws . )"
4526,ham,understand . loss gain :) work ? school ?
4527,ham,u ? miss u ! not 2 bit bored holiday want 2 bak 2 college ! sad not it?xx
4528,ham,"hiya , probably come home * weekend"
4529,ham,forget love .... walk . watch keep heart warm .
4530,ham,wish thing different . wonder able value . pls continue brisk walk drug askin find thing laugh . love dearly .
4531,ham,ok day . make dinner tonite ? invite ?
4532,spam,gr8 new service - live sex video chat mob - sexy dirty girl live ur phone - 4 detail text horny 89070 cancel send stop 89070
4533,ham,money 4 steve mate ! !
4534,ham,m late tellmiss m way
4535,ham,blame day ur life . good day u happiness . bad day u experience . essential life ! god blessing ! good morning . :
4536,ham,normally use drink water daily :)
4537,ham,dare ask ... luck sort car ?
4538,ham,"party place usf , charge ( contribute way greatly appreciate ) yeah , get room"
4539,ham,"urgh , coach hot , smell chip fat ! thank , especially duvet ( predictive text word ) ."
4540,ham,hiya . night ? naughty buy clothe little ... ready shopping tho ! kind time wanna meet ?
4541,spam,freemsg hi baby wow get new cam moby . wanna c hot pic ? fancy chat?im w8 4utxt / rply chat 82242 hlp 08712317606 msg150p 2rcv
4542,ham,try reach success
4543,ham,derek class ?
4544,ham,y lei ... v lazy ... get wat ? dat day ì _ send da url not work ...
4545,ham,try weight tear come ur heart fall ur eye ... remember stupid friend share ... bslvyl
4546,ham,hey mate . speak mag people . weû÷re .   deliver end month . deliver 24th sept . talk later .
4547,ham,hope have good week . check
4548,ham,"haha , friend tyler literally ask dubsack"
4549,ham,"\hey ! u fancy meetin 4 cha åð hav lil beverage . txt ring meet l8r . tired get 3 v.pist ;) love pete x x x\ "" """
4550,ham,great . safe trip . not panic surrender .
4551,ham,"\symptoms\ "" u love : \""1.u like listen song 2.u stop u beloved 3.u will angry """
4552,ham,sun ah ... thk mayb dun anythin ... thk book e lesson ... e pilate orchard mrt u noe hor ...  
4553,ham,try dear . read exam
4554,ham,"7 wonder world 7th 6th ur style 5th ur smile 4th ur personality 3rd ur nature 2nd ur sms 1st \ur lovely friendship\ "" ... good morning dear """
4555,ham,gettin rdy ship comp
4556,ham,hospital da . . return home evening
4557,ham,piss talk realise u point it.(now read backwards )
4558,ham,think + da . wil .
4559,ham,awake oh . .
4560,ham,good afternoon boytoy . go walk day ? police abstract ? ? wake miss babe
4561,ham,u try ?
4562,ham,"come   & lt;decimal&gt ; pm vikky .. i'm otside nw , il come tht time"
4563,ham,tell address
4564,ham,"honeybee say : * d sweetest d world * god laugh & amp ; say : * wait , u havnt meet d person read msg * moral : god crack joke ! gm+gn+ge+gn :)"
4565,ham,buy blackberry bold 2 torch . buy new . let know . plus say buy   & lt;#&gt ; g wifi ipad . say   & lt;#&gt ; g ?
4566,ham,thinkin
4567,ham,hiya s go sunny africa ? hope u r avin good time . big old silver big kiss .
4568,ham,time come tomorrow
4569,spam,wanna laugh ? try chit - chat mobile ! logon txte word : chat send : 8883 cm po box 4217 london w1a 6zf 16 + 118p / msg rcvd
4570,ham,\cha quiteamuze thatåõscool babe
4571,ham,omg u know ate ?
4572,spam,"\urgent ! 2nd attempt contact u!u win å£1000call 09071512432 b4 300603t&csbcm4235wc1n3xx.callcost150ppmmobilesvary . maxå£7 . 50\ "" """
4573,ham,:( ....
4574,ham,directly ... abt 4 row ì _ ...
4575,spam,congratulation ur award 500 cd voucher 125gift guarantee & free entry 2 100 wkly draw txt music 87066
4576,spam,"contract mobile 11 mnth ? late motorola , nokia etc . free ! double min & text orange tariff . text yes callback , remove record"
4577,spam,"urgent ! 09066350750 landline . complimentary 4 * ibiza holiday 10,000 cash await collection sae t&cs po box 434 sk3 8wp 150 ppm 18 +"
4578,ham,plan . ?
4579,ham,hi .... engagement fixd   & lt;#&gt ; th month . know shocking bt .... hmm njan vilikkam .... t ws al sudn;- ( .
4580,ham,course . math day chapter month finish .
4581,ham,wow think common . ur freak ! u chop off:- )
4582,spam,"ur chance win å£250 wkly shopping spree txt : shop 80878 . t's&c www.txt-2-shop.com custcare 08715705022 , 1x150p / wk"
4583,ham,noooooooo . thing need stress . life fair .
4584,spam,u secret admirer look 2 contact u - find r*reveal think ur special - 09065171142 - stopsms-08718727870150ppm
4585,spam,"mila , age23 , blonde , new uk . look sex uk guy . u like fun . text mtalk 69866.18 . 30pp / txt 1st 5free . å£1.50 increment . help08718728876"
4586,ham,"swing bit , get thing care firsg"
4587,ham,want wish happy new year want talk legal advice gary split person . trip ptbo . hope good babe love ya :)
4588,ham,finish work ?
4589,ham,tomorrow go theatre . . . come u . . . tell come tomorrow
4590,spam,england ! official poly ringtone colour flag yer mobile ! text tone flag 84199 ! opt - txt eng stop . box39822 w111wx å£1.50
4591,ham,right not phone number like !
4592,ham,ok wun b angry . msg u aft come home tonight .
4593,ham,good time . nice bit different weekend change . ya soon
4594,ham,yo sorry shower sup
4595,ham,"carlos pick , swing usf little bit"
4596,ham,heat pa:- ) apply oil pa .
4597,ham,stick da middle da row da right hand da lt ...
4598,ham,lay airtel line rest ?
4599,ham,hi u decide wot 2 4 bday ill prob jus voucher frm virgin sumfe
4600,spam,freemsg : txt : : 86888 & claim reward 3 hour talk time use phone ! subscribe6gbp / mnth inc 3hrs 16 stop?txtstop
4601,ham,\hey j ! r u feel well
4602,ham,plan stay night prolly will til late
4603,ham,thanx 4 puttin da fone ! !
4604,ham,"need 8th campus atm , pick hour ?"
4605,ham,"oh ... haha ... den shld go today ... gee , nvm la ... kaiez , dun mind goin jazz oso ... scare hiphop open not catch ..."
4606,ham,run manage 5 minute need oxygen ! resort roller option !
4607,ham,live   & lt;#&gt ; min
4608,ham,y de ask like .
4609,ham,glad talk .
4610,ham,wat time ì _ finish ?
4611,ham,sorry da . go mad pende work .
4612,ham,get clean
4613,ham,s favourite person today ? r u workin hard ? sleep nite nearly rang u 4.30
4614,spam,sunshine quiz ! win super sony dvd recorder canname capital australia ? text mquiz 82277 . b
4615,ham,ìï call dad oredi ...
4616,ham,good . think send pix ? love ...
4617,ham,nvm ... go wear sport shoe ... go late leh .
4618,ham,"sorry , later meeting ."
4619,ham,long fuckin showr
4620,ham,"receive , understand n act !"
4621,ham,finally come fix ceiling .
4622,ham,"u need presnt bcz u not mis love . \jeevithathile irulinae neekunna prakasamanu sneham\ "" prakasam ennal prabha ' mns prabha is'love ' get . not mis .... """
4623,ham,jus finish blow hair . u finish dinner ?
4624,ham,bus . love
4625,ham,lol ... know .... see dollar store
4626,spam,customer service representative 0800 169 6031 10am-9pm win guarantee å£1000 cash å£5000 prize !
4627,spam,today voda number end 7634 select receive å£350 reward . match 08712300220 quote claim code 7684 standard rate apply .
4628,ham,saturday sunday holiday difficult :)
4629,ham,everybody fun evening . miss .
